Soil Moisture,Temperature,Air Humidity,Date,Time
913.113218,32.82766255,74.60337098,2024-06-20,10:48:00
351.3558991,22.38197726,56.59230979,2024-06-20,10:51:00
766.2113,19.62990205,46.27759015,2024-06-20,10:54:00
891.4067107,18.44366419,58.18156467,2024-06-20,10:57:00
895.4460155,32.51240158,53.58096683,2024-06-20,11:00:00
527.994279,29.05412642,59.45842859,2024-06-20,11:03:00
518.4131014,26.74577988,75.11348102,2024-06-20,11:06:00
917.9210541,20.66510899,46.77438853,2024-06-20,11:09:00
425.8389695,38.80450797,68.49685483,2024-06-20,11:12:00
497.2621171,32.10361139,75.83862846,2024-06-20,11:15:00
625.6791284,36.16177182,55.75736243,2024-06-20,11:18:00
703.7294322,36.62782649,68.50373606,2024-06-20,11:21:00
960.3877125,23.41158867,49.91586603,2024-06-20,11:24:00
930.6613623,20.10687481,61.10139107,2024-06-20,11:27:00
831.3398657,21.24283558,72.72860039,2024-06-20,11:30:00
800.0186865,35.32251749,49.85763478,2024-06-20,11:33:00
875.1762884,38.97932302,63.38915578,2024-06-20,11:36:00
492.0113428,30.69033234,70.88355159,2024-06-20,11:39:00
808.5531799,33.22723857,45.26971073,2024-06-20,11:42:00
496.3696602,38.23214297,44.07958961,2024-06-20,11:45:00
733.6169237,27.65112189,63.77504282,2024-06-20,11:48:00
550.2446921,33.09027604,57.73107061,2024-06-20,11:51:00
733.0429809,36.04671237,51.66838899,2024-06-20,11:54:00
672.593627,36.29225945,44.70741231,2024-06-20,11:57:00
437.3606396,34.1753631,47.10764913,2024-06-20,12:00:00
867.9160113,23.65485943,81.2259392,2024-06-20,12:03:00
840.3122048,28.50899242,43.69588123,2024-06-20,12:06:00
591.3993548,37.67302885,39.70788536,2024-06-20,12:09:00
392.9717059,29.88475236,62.70444708,2024-06-20,12:12:00
377.766874,29.46343116,62.03854994,2024-06-20,12:15:00
359.6880054,18.42114697,49.00948583,2024-06-20,12:18:00
392.5907137,28.58465415,59.34578281,2024-06-20,12:21:00
408.8220381,33.42320894,72.49057658,2024-06-20,12:24:00
617.4736703,33.82878329,67.41403773,2024-06-20,12:27:00
954.6214434,24.90582822,75.6340079,2024-06-20,12:30:00
718.3680838,18.87048114,69.53474979,2024-06-20,12:33:00
693.6435959,26.38227776,80.96259893,2024-06-20,12:36:00
394.9716022,27.96928989,68.06970814,2024-06-20,12:39:00
615.1722709,19.93847873,39.13195054,2024-06-20,12:42:00
871.3250242,26.67489864,78.64099226,2024-06-20,12:45:00
747.0803534,33.51201906,75.71614774,2024-06-20,12:48:00
418.4003452,34.9854744,63.34809685,2024-06-20,12:51:00
369.2419288,32.5903976,73.84502511,2024-06-20,12:54:00
733.9186898,35.94243818,78.05485409,2024-06-20,12:57:00
769.3017604,19.7773322,56.57729304,2024-06-20,13:00:00
924.1754133,32.19162455,59.64859301,2024-06-20,13:03:00
401.4952493,35.7290513,69.34994159,2024-06-20,13:06:00
693.6749208,22.62732984,50.96885041,2024-06-20,13:09:00
398.488903,31.61827775,62.14365628,2024-06-20,13:12:00
610.9725248,29.86596628,75.2706511,2024-06-20,13:15:00
506.4048566,24.19754699,44.83529542,2024-06-20,13:18:00
731.7547666,24.91222857,44.54538979,2024-06-20,13:21:00
863.5063924,23.94828469,76.42347719,2024-06-20,13:24:00
895.81224,25.23651133,51.31257887,2024-06-20,13:27:00
439.7016469,31.09212269,38.62614319,2024-06-20,13:30:00
880.9507041,27.33736531,61.05962015,2024-06-20,13:33:00
713.5380891,26.74934787,56.04137589,2024-06-20,13:36:00
589.737332,21.36677755,49.64147192,2024-06-20,13:39:00
955.4146134,21.94951202,47.90370377,2024-06-20,13:42:00
321.7377305,25.07360753,69.09578913,2024-06-20,13:45:00
399.3534438,30.49472928,77.68885424,2024-06-20,13:48:00
375.3130154,34.95107323,65.18342573,2024-06-20,13:51:00
732.7081562,29.39140922,43.74302238,2024-06-20,13:54:00
742.6354412,18.23216026,67.52258734,2024-06-20,13:57:00
535.369764,27.55169062,65.16688,2024-06-20,14:00:00
657.8871424,29.76739106,75.23687082,2024-06-20,14:03:00
551.1378456,26.31360596,61.53205765,2024-06-20,14:06:00
694.4871207,19.73742076,69.88302827,2024-06-20,14:09:00
926.32183,26.65230538,65.06504994,2024-06-20,14:12:00
677.0286429,26.10497323,64.14603057,2024-06-20,14:15:00
940.80097,18.62938351,46.78770285,2024-06-20,14:18:00
914.1188799,20.33003553,46.23138007,2024-06-20,14:21:00
681.4306828,24.10797043,74.61265567,2024-06-20,14:24:00
766.5916511,25.37298077,63.96610751,2024-06-20,14:27:00
332.1993221,32.12412901,56.49534371,2024-06-20,14:30:00
801.5378441,29.23046572,47.59271312,2024-06-20,14:33:00
824.2833725,26.56890261,39.08373386,2024-06-20,14:36:00
859.5793154,28.70185715,78.06252851,2024-06-20,14:39:00
573.5841064,19.50081239,48.16378875,2024-06-20,14:42:00
761.2762369,19.49655406,55.29787959,2024-06-20,14:45:00
738.718584,29.63822079,41.08245597,2024-06-20,14:48:00
984.6096034,32.67367917,60.30390769,2024-06-20,14:51:00
322.6057696,25.81300635,42.08328337,2024-06-20,14:54:00
342.4431069,29.66185289,50.80355729,2024-06-20,14:57:00
459.3026495,37.98171538,39.37290809,2024-06-20,15:00:00
708.9269297,34.11495609,47.51864582,2024-06-20,15:03:00
716.3284146,37.21007959,55.09380817,2024-06-20,15:06:00
859.5118221,32.23315033,63.06073455,2024-06-20,15:09:00
471.7307481,26.40488684,65.21626683,2024-06-20,15:12:00
356.8913104,22.59447703,77.89861807,2024-06-20,15:15:00
816.8858486,29.11025263,77.05742236,2024-06-20,15:18:00
580.6395043,24.0014384,40.66397833,2024-06-20,15:21:00
343.5821256,23.62404301,81.25390177,2024-06-20,15:24:00
612.9542349,34.93016874,70.08273855,2024-06-20,15:27:00
550.3096529,36.05535467,64.95732428,2024-06-20,15:30:00
530.7001898,30.65249738,44.64276776,2024-06-20,15:33:00
631.0901257,30.66098124,45.14644997,2024-06-20,15:36:00
328.6156868,32.29177821,80.58091972,2024-06-20,15:39:00
844.2972605,36.05820798,56.06359896,2024-06-20,15:42:00
653.7122726,31.18441036,58.3617159,2024-06-20,15:45:00
760.850853,32.47033071,59.3086458,2024-06-20,15:48:00
369.5251553,35.23507181,47.15566418,2024-06-20,15:51:00
501.6309849,25.18080081,68.34245666,2024-06-20,15:54:00
568.1737744,34.44437465,64.22987538,2024-06-20,15:57:00
651.7931828,24.54964016,72.93700533,2024-06-20,16:00:00
942.9932157,26.82470594,55.628312,2024-06-20,16:03:00
518.5735772,29.73780117,42.36024859,2024-06-20,16:06:00
381.472308,33.48468031,46.21275521,2024-06-20,16:09:00
664.9144841,22.02671892,59.30492665,2024-06-20,16:12:00
972.5860807,28.88158855,77.49552925,2024-06-20,16:15:00
625.3781277,36.28921986,70.51736779,2024-06-20,16:18:00
723.5181698,37.73960514,77.32795275,2024-06-20,16:21:00
557.156998,37.58065491,44.17612445,2024-06-20,16:24:00
756.9882074,26.57489179,42.06367334,2024-06-20,16:27:00
836.9893805,30.97364476,78.23391407,2024-06-20,16:30:00
582.0687349,20.56784751,48.02534097,2024-06-20,16:33:00
911.7286463,27.41784152,52.71555125,2024-06-20,16:36:00
706.9059611,32.10803269,65.76854534,2024-06-20,16:39:00
932.2902582,19.62073242,71.92000363,2024-06-20,16:42:00
641.3743433,28.19932981,52.72026473,2024-06-20,16:45:00
755.149757,19.55502617,70.2242948,2024-06-20,16:48:00
610.1538495,31.98781797,75.48149285,2024-06-20,16:51:00
510.6256273,33.48002515,42.29105088,2024-06-20,16:54:00
340.6481736,19.12130224,41.90681788,2024-06-20,16:57:00
463.3468855,36.3426164,48.32681051,2024-06-20,17:00:00
763.4836129,38.62305068,42.58714579,2024-06-20,17:03:00
447.9522593,21.24906597,55.25218109,2024-06-20,17:06:00
419.1618849,31.75767614,60.7695804,2024-06-20,17:09:00
466.8534619,28.3090488,77.69331312,2024-06-20,17:12:00
430.3409202,19.03325563,72.64587849,2024-06-20,17:15:00
411.0258824,28.69651794,52.68139078,2024-06-20,17:18:00
376.8159253,34.3335776,79.16806373,2024-06-20,17:21:00
474.9414563,26.06121777,65.19703963,2024-06-20,17:24:00
931.2166581,37.31260682,64.1780947,2024-06-20,17:27:00
502.0771967,27.30277475,72.48243227,2024-06-20,17:30:00
876.6986199,33.84527375,48.88833906,2024-06-20,17:33:00
730.7983229,21.96236733,70.66994998,2024-06-20,17:36:00
743.533748,27.95102439,66.91957896,2024-06-20,17:39:00
784.3275212,20.31032068,61.36242226,2024-06-20,17:42:00
572.6359758,29.47721139,61.07487417,2024-06-20,17:45:00
699.4168861,37.0110057,71.61838209,2024-06-20,17:48:00
519.7448901,24.88372851,66.14902746,2024-06-20,17:51:00
941.9526775,24.85574395,60.22665006,2024-06-20,17:54:00
851.8605542,23.87928663,79.09572054,2024-06-20,17:57:00
602.4404926,38.43845355,69.31925453,2024-06-20,18:00:00
676.8233332,38.98375275,48.98221872,2024-06-20,18:03:00
691.1002766,21.59014837,59.86100468,2024-06-20,18:06:00
649.1586643,28.89722677,72.63972044,2024-06-20,18:09:00
721.8148154,35.24369834,54.50933381,2024-06-20,18:12:00
533.7241018,29.2695669,60.31395542,2024-06-20,18:15:00
977.4477583,20.15028243,50.87311044,2024-06-20,18:18:00
335.7729138,37.76078676,42.93327343,2024-06-20,18:21:00
510.7812676,21.44926502,61.91337371,2024-06-20,18:24:00
975.7451713,25.93914854,45.85930493,2024-06-20,18:27:00
479.5791021,32.73590714,48.09233533,2024-06-20,18:30:00
459.3091915,28.64688311,38.79075255,2024-06-20,18:33:00
622.4469442,21.17060744,57.89514171,2024-06-20,18:36:00
487.8721177,36.90276604,64.55613427,2024-06-20,18:39:00
888.6196191,34.09282126,67.59127863,2024-06-20,18:42:00
397.4314266,28.14159872,70.59726873,2024-06-20,18:45:00
667.8889555,34.43222847,58.10239248,2024-06-20,18:48:00
709.3983578,23.73334374,66.27881754,2024-06-20,18:51:00
882.3715166,38.62075263,38.85305738,2024-06-20,18:54:00
981.7841172,20.77267631,54.9587865,2024-06-20,18:57:00
511.9809734,23.81252476,43.53032638,2024-06-20,19:00:00
660.3365648,31.48302944,59.44479937,2024-06-20,19:03:00
750.1707403,32.01421487,56.57617393,2024-06-20,19:06:00
940.1995842,38.29929024,57.72419082,2024-06-20,19:09:00
369.8980818,26.72492867,76.46813156,2024-06-20,19:12:00
899.4106889,34.59359525,63.29160206,2024-06-20,19:15:00
690.2098359,37.01726989,40.303152,2024-06-20,19:18:00
583.4102308,32.50128001,66.13008074,2024-06-20,19:21:00
340.2268032,36.95236905,61.7302681,2024-06-20,19:24:00
971.6879052,37.40455316,70.60308703,2024-06-20,19:27:00
658.8075073,18.39314952,73.33170117,2024-06-20,19:30:00
768.9803799,38.32882286,41.2526544,2024-06-20,19:33:00
450.553998,36.83133191,71.52150595,2024-06-20,19:36:00
845.6365296,32.74163727,70.13592877,2024-06-20,19:39:00
971.02305,29.69820284,39.69339358,2024-06-20,19:42:00
646.2945361,22.06537271,79.81485839,2024-06-20,19:45:00
941.3723198,32.4772021,70.34219447,2024-06-20,19:48:00
931.7347173,23.70042927,51.19909658,2024-06-20,19:51:00
853.1525517,35.75297115,61.43612074,2024-06-20,19:54:00
815.8048516,26.50090955,69.8118863,2024-06-20,19:57:00
314.5110162,33.59498799,71.55487495,2024-06-20,20:00:00
326.9246013,23.20531605,69.84782071,2024-06-20,20:03:00
317.0477946,20.57919098,45.57045455,2024-06-20,20:06:00
538.8714092,30.87930817,53.51187938,2024-06-20,20:09:00
603.1985948,27.57094964,44.28187623,2024-06-20,20:12:00
601.8775081,33.46038092,81.26740715,2024-06-20,20:15:00
936.2918345,31.56900143,74.51425823,2024-06-20,20:18:00
776.1083581,25.21726357,43.86851446,2024-06-20,20:21:00
487.3414107,25.28693515,54.68116237,2024-06-20,20:24:00
387.8460711,20.02291105,46.04152574,2024-06-20,20:27:00
961.0185752,20.1466308,80.1029758,2024-06-20,20:30:00
968.3064212,21.62493783,58.41349063,2024-06-20,20:33:00
953.3472039,19.96646722,76.25676716,2024-06-20,20:36:00
525.8158836,19.90370961,77.89804196,2024-06-20,20:39:00
875.2291588,30.78703296,48.30740647,2024-06-20,20:42:00
700.0782097,21.14581903,44.554376,2024-06-20,20:45:00
775.4065809,24.04732436,73.41661446,2024-06-20,20:48:00
498.0949469,32.77765962,54.68038381,2024-06-20,20:51:00
502.6509058,21.83575819,38.76723376,2024-06-20,20:54:00
583.453298,30.37214672,38.69525471,2024-06-20,20:57:00
916.5955197,29.82178446,74.59444184,2024-06-20,21:00:00
584.6279417,25.02030431,53.68977186,2024-06-20,21:03:00
732.1867243,30.69075287,49.88830091,2024-06-20,21:06:00
744.7648632,25.888154,77.83079457,2024-06-20,21:09:00
328.3617978,31.29363922,58.7362663,2024-06-20,21:12:00
907.9553649,20.19811065,42.37221302,2024-06-20,21:15:00
596.6268785,21.95947665,53.09095552,2024-06-20,21:18:00
647.815273,20.52524238,39.82211644,2024-06-20,21:21:00
525.6421453,35.13893199,53.73724157,2024-06-20,21:24:00
913.4611539,23.61996582,58.31014591,2024-06-20,21:27:00
549.4444564,27.98793106,75.64187376,2024-06-20,21:30:00
925.4460291,21.09114645,57.3407776,2024-06-20,21:33:00
809.6380006,30.17273369,70.19543203,2024-06-20,21:36:00
700.2228324,19.65435171,53.83813867,2024-06-20,21:39:00
444.7419024,32.32824783,52.84641391,2024-06-20,21:42:00
591.7704172,25.32425607,72.96533491,2024-06-20,21:45:00
375.5391579,20.89732904,41.66124511,2024-06-20,21:48:00
499.9039972,32.82058782,67.90740174,2024-06-20,21:51:00
350.7498246,24.7932803,47.29524282,2024-06-20,21:54:00
516.0959755,22.90275255,62.95637252,2024-06-20,21:57:00
711.2870605,33.00537469,75.49172108,2024-06-20,22:00:00
750.2619903,29.7862007,73.90159317,2024-06-20,22:03:00
850.7213582,28.36371128,65.17645312,2024-06-20,22:06:00
775.4189213,28.76767419,55.52940988,2024-06-20,22:09:00
829.2390953,25.18794099,42.38415751,2024-06-20,22:12:00
859.3998765,25.59238842,43.45129763,2024-06-20,22:15:00
540.8247005,20.34959659,72.13734976,2024-06-20,22:18:00
713.5948282,23.97497287,46.0204047,2024-06-20,22:21:00
477.5211014,21.05278888,67.10195475,2024-06-20,22:24:00
664.62704,26.31763165,42.5794163,2024-06-20,22:27:00
658.7575893,22.86411147,58.67516189,2024-06-20,22:30:00
560.1368757,29.51032647,79.75665544,2024-06-20,22:33:00
854.2611814,37.3878475,53.65013921,2024-06-20,22:36:00
970.3550923,37.7600683,50.23740098,2024-06-20,22:39:00
795.678058,25.28291315,75.69513723,2024-06-20,22:42:00
400.6241727,21.05360584,61.23333244,2024-06-20,22:45:00
478.1030409,29.56103915,43.79085936,2024-06-20,22:48:00
688.2043706,25.7703769,73.92037316,2024-06-20,22:51:00
347.9880239,34.12205639,60.50837005,2024-06-20,22:54:00
515.549803,22.51021124,63.80556755,2024-06-20,22:57:00
433.6503126,34.03259122,54.10872441,2024-06-20,23:00:00
707.6423586,38.08855045,64.59754627,2024-06-20,23:03:00
418.5890937,28.092736,52.22665191,2024-06-20,23:06:00
964.6941636,35.49308122,42.98836862,2024-06-20,23:09:00
346.0072383,38.74010263,40.42691826,2024-06-20,23:12:00
536.6965723,18.04562376,69.49223436,2024-06-20,23:15:00
626.4433253,18.7885571,75.30520844,2024-06-20,23:18:00
802.9147537,22.59559292,40.63851895,2024-06-20,23:21:00
394.8078072,33.05202452,63.483429,2024-06-20,23:24:00
706.6801657,21.03142206,81.0624899,2024-06-20,23:27:00
474.0306089,37.05338508,68.59722314,2024-06-20,23:30:00
566.2980198,37.29350844,70.03476391,2024-06-20,23:33:00
654.4342225,25.96981321,67.4054608,2024-06-20,23:36:00
556.7583466,21.77420939,77.16772892,2024-06-20,23:39:00
745.3244493,19.10501023,63.80477998,2024-06-20,23:42:00
777.7898994,23.62544552,63.05003005,2024-06-20,23:45:00
899.0348564,22.76031482,48.2711668,2024-06-20,23:48:00
699.3081603,21.90009999,72.92386873,2024-06-20,23:51:00
323.8603118,37.03614625,42.74534302,2024-06-20,23:54:00
951.0137354,35.20084125,45.67611975,2024-06-20,23:57:00
810.5694342,32.28461613,56.27765434,2024-06-21,00:00:00
576.6421448,28.93410596,41.43890154,2024-06-21,00:03:00
952.4619199,37.47040537,51.12904756,2024-06-21,00:06:00
603.3552253,37.7429928,39.53782934,2024-06-21,00:09:00
691.5138807,36.15828165,69.67124858,2024-06-21,00:12:00
314.8306485,27.97933696,62.35873129,2024-06-21,00:15:00
874.0548841,21.06581973,53.92178816,2024-06-21,00:18:00
801.0478617,35.70978452,72.84550331,2024-06-21,00:21:00
455.2842278,32.33313773,68.55599403,2024-06-21,00:24:00
438.4273184,27.15720864,69.27381179,2024-06-21,00:27:00
545.9472475,24.64555541,76.09591583,2024-06-21,00:30:00
591.8485728,37.3562437,79.46932094,2024-06-21,00:33:00
385.1969923,38.6600172,73.60851221,2024-06-21,00:36:00
682.278218,28.92008812,52.11539667,2024-06-21,00:39:00
786.1124603,19.34344335,80.55336687,2024-06-21,00:42:00
732.2515907,23.23969115,52.90227943,2024-06-21,00:45:00
954.4160163,22.75061775,64.1561389,2024-06-21,00:48:00
400.3056792,30.94334925,76.71180447,2024-06-21,00:51:00
550.5436597,26.78647556,46.03085039,2024-06-21,00:54:00
950.3219321,24.94407796,52.00382716,2024-06-21,00:57:00
900.5903422,21.77951708,62.41328463,2024-06-21,01:00:00
595.1944838,33.88432762,78.86009641,2024-06-21,01:03:00
767.541771,38.00055277,58.95708995,2024-06-21,01:06:00
617.4804099,21.22292547,49.53367285,2024-06-21,01:09:00
743.8156669,34.85652452,53.26276815,2024-06-21,01:12:00
678.2163406,28.01313321,58.22029426,2024-06-21,01:15:00
922.4233099,23.58289149,39.22574001,2024-06-21,01:18:00
548.7078119,25.90978881,43.39140052,2024-06-21,01:21:00
643.680569,24.81508818,51.85650627,2024-06-21,01:24:00
783.105208,19.58978838,66.36868278,2024-06-21,01:27:00
612.2345221,34.97003219,41.4853933,2024-06-21,01:30:00
680.6630939,31.08826754,73.96810956,2024-06-21,01:33:00
438.8704127,34.56218172,55.89046785,2024-06-21,01:36:00
846.5366967,18.45160356,58.90983537,2024-06-21,01:39:00
315.0687518,35.00805429,67.80622545,2024-06-21,01:42:00
352.1838214,24.42529874,48.60243681,2024-06-21,01:45:00
944.4580077,34.66289723,39.05143443,2024-06-21,01:48:00
498.8830547,28.94137254,64.14341877,2024-06-21,01:51:00
320.3407851,31.68462827,70.65105297,2024-06-21,01:54:00
627.1491434,34.44553299,46.85157527,2024-06-21,01:57:00
818.4240494,21.05036779,39.15056198,2024-06-21,02:00:00
491.5146171,38.64525079,65.09017888,2024-06-21,02:03:00
396.8247143,25.06028839,71.29580483,2024-06-21,02:06:00
753.4293625,34.78510786,55.21350843,2024-06-21,02:09:00
629.0880023,30.62484714,76.69472676,2024-06-21,02:12:00
472.4148053,25.34217794,42.43423806,2024-06-21,02:15:00
422.9271637,34.94844096,46.68273708,2024-06-21,02:18:00
920.3563143,26.11007528,68.80425056,2024-06-21,02:21:00
396.1873216,34.24618538,70.39869471,2024-06-21,02:24:00
513.7249077,18.62049571,45.19446313,2024-06-21,02:27:00
480.5654407,20.68289473,44.33889236,2024-06-21,02:30:00
839.8127319,25.29110443,62.95370189,2024-06-21,02:33:00
443.6530976,27.24063361,39.04218351,2024-06-21,02:36:00
720.4648464,36.08807704,81.25275284,2024-06-21,02:39:00
591.5367559,29.32185133,38.62366615,2024-06-21,02:42:00
803.9366874,20.09083503,69.96912367,2024-06-21,02:45:00
803.6978356,26.25967073,39.02872896,2024-06-21,02:48:00
844.9427376,25.12842393,78.17095604,2024-06-21,02:51:00
439.9940878,22.84876622,54.20839443,2024-06-21,02:54:00
870.4558609,25.46312651,65.96604603,2024-06-21,02:57:00
467.4725687,25.40140352,73.03983178,2024-06-21,03:00:00
776.0257868,27.21937541,45.90056323,2024-06-21,03:03:00
580.8616965,33.10112369,45.67730177,2024-06-21,03:06:00
984.177495,37.28073676,79.15735017,2024-06-21,03:09:00
484.747617,24.54923461,73.57998875,2024-06-21,03:12:00
612.731316,38.30106906,40.35068229,2024-06-21,03:15:00
637.8018802,37.8195853,70.85097646,2024-06-21,03:18:00
827.4999962,29.81101635,38.8661281,2024-06-21,03:21:00
960.2863964,30.52903301,79.903196,2024-06-21,03:24:00
952.5404898,30.11833525,77.59880016,2024-06-21,03:27:00
732.4813806,34.81907373,43.09319288,2024-06-21,03:30:00
717.6937348,24.13886404,48.92517527,2024-06-21,03:33:00
622.636939,28.20253893,67.51298597,2024-06-21,03:36:00
472.3562802,27.40750908,77.92590076,2024-06-21,03:39:00
516.4788063,22.0667502,46.52886097,2024-06-21,03:42:00
489.694382,30.04449357,80.63023241,2024-06-21,03:45:00
931.4820084,21.73983164,38.29166808,2024-06-21,03:48:00
768.6082338,29.03830794,76.74970929,2024-06-21,03:51:00
591.3579467,25.536238,62.90982634,2024-06-21,03:54:00
406.0014434,36.17255827,56.40920628,2024-06-21,03:57:00
970.1057219,19.84691837,69.92417688,2024-06-21,04:00:00
820.9757999,19.57319679,42.86866478,2024-06-21,04:03:00
413.8153826,21.6781965,76.95323731,2024-06-21,04:06:00
632.233656,23.88780146,45.23588435,2024-06-21,04:09:00
745.1945798,31.10317827,43.16950969,2024-06-21,04:12:00
768.5427327,29.76043996,71.17944254,2024-06-21,04:15:00
340.1917219,28.01483927,78.3721853,2024-06-21,04:18:00
954.3504479,23.75044919,73.54626134,2024-06-21,04:21:00
910.2128794,30.36600999,43.2572783,2024-06-21,04:24:00
982.0529366,37.32422617,72.92041943,2024-06-21,04:27:00
502.8338906,21.58123623,55.8568377,2024-06-21,04:30:00
917.4931595,23.06153037,42.66778546,2024-06-21,04:33:00
335.346961,28.44902869,39.504915,2024-06-21,04:36:00
646.240886,21.36529747,53.66568181,2024-06-21,04:39:00
953.3265446,24.85938228,39.35000841,2024-06-21,04:42:00
467.1645847,28.1304323,71.87059266,2024-06-21,04:45:00
617.0574443,28.15343986,55.54104585,2024-06-21,04:48:00
843.2137374,27.89910931,46.21754781,2024-06-21,04:51:00
626.8416068,20.36099588,53.03179025,2024-06-21,04:54:00
436.420616,26.93680757,40.22559701,2024-06-21,04:57:00
353.0036516,34.72321388,44.42303498,2024-06-21,05:00:00
448.9210151,36.27439013,60.54049124,2024-06-21,05:03:00
575.8246037,22.83539244,47.55073016,2024-06-21,05:06:00
862.0829708,26.00784015,58.12462164,2024-06-21,05:09:00
835.5262897,22.59322997,63.13648497,2024-06-21,05:12:00
918.0926036,34.44929749,70.28475545,2024-06-21,05:15:00
371.4096402,26.57203514,59.46495826,2024-06-21,05:18:00
594.7727141,30.04343366,54.76592841,2024-06-21,05:21:00
502.4192963,24.9617897,43.81799127,2024-06-21,05:24:00
900.0608184,35.11111829,67.32314988,2024-06-21,05:27:00
871.6862324,28.61179163,78.32114465,2024-06-21,05:30:00
705.8785979,38.84395622,42.16186924,2024-06-21,05:33:00
812.8163182,33.31756932,66.38175876,2024-06-21,05:36:00
431.0813607,30.80433448,71.2069125,2024-06-21,05:39:00
670.2607412,20.35116486,46.97948873,2024-06-21,05:42:00
884.4500056,32.9784717,66.1443331,2024-06-21,05:45:00
548.2942007,33.23731968,47.22353265,2024-06-21,05:48:00
413.4421956,30.87874237,43.38539929,2024-06-21,05:51:00
786.8011496,36.16843671,62.85887501,2024-06-21,05:54:00
754.2779219,25.91637957,43.35571559,2024-06-21,05:57:00
805.0151715,20.22050148,76.04881326,2024-06-21,06:00:00
640.1042214,38.23912474,58.38012305,2024-06-21,06:03:00
698.3912156,21.19904137,77.79926767,2024-06-21,06:06:00
831.5097276,24.86785461,45.0416189,2024-06-21,06:09:00
918.6044897,37.69139443,49.77786395,2024-06-21,06:12:00
394.9206133,22.91570594,62.37813802,2024-06-21,06:15:00
338.9192405,23.25463649,40.81264793,2024-06-21,06:18:00
847.7095883,18.81566942,41.1710621,2024-06-21,06:21:00
956.4178092,28.09736731,62.12873366,2024-06-21,06:24:00
445.1059596,28.36327999,74.64132024,2024-06-21,06:27:00
414.42393,24.92426424,77.96384798,2024-06-21,06:30:00
537.7852107,28.05777885,67.38825919,2024-06-21,06:33:00
820.4306482,22.34839496,43.57907194,2024-06-21,06:36:00
715.3101417,34.40309337,42.53055423,2024-06-21,06:39:00
888.8947055,21.86492988,75.00202916,2024-06-21,06:42:00
415.5595049,19.40220642,81.00867517,2024-06-21,06:45:00
327.568788,35.43919959,65.91462083,2024-06-21,06:48:00
499.7401757,24.49442632,72.16404542,2024-06-21,06:51:00
898.5554216,28.81186087,78.64252082,2024-06-21,06:54:00
795.8522761,20.15140322,39.18421171,2024-06-21,06:57:00
537.670384,24.64131032,57.13450433,2024-06-21,07:00:00
407.2511016,22.35436314,39.09841951,2024-06-21,07:03:00
782.6377895,26.60654188,58.19144948,2024-06-21,07:06:00
679.6052505,29.32708738,53.81771787,2024-06-21,07:09:00
668.0506646,24.55747789,48.11375794,2024-06-21,07:12:00
815.6572895,32.77953595,54.91967854,2024-06-21,07:15:00
867.4053279,36.46921183,59.79386426,2024-06-21,07:18:00
891.0547276,20.29009658,44.2838586,2024-06-21,07:21:00
559.7621657,18.53019064,78.16440849,2024-06-21,07:24:00
834.2239138,27.46324246,53.03971003,2024-06-21,07:27:00
732.7618468,28.19751304,52.17352557,2024-06-21,07:30:00
